"sex","age","weight","height","classes"
"Female",20,110.4,62,4
"Female",21,158.2,64.9,4
"Female",18,103.7,64.9,5
"Male",18,202.1,68.2,2
"Male",20,165.4,68.8,2
"Female",22,149.2,65.9,3
"Male",17,122.6,76.7,3
"Male",17,163.4,76.4,4
"Female",22,155.8,62.8,2
"Female",21,115.1,68.7,4
"Female",21,170.2,61.2,7
"Female",22,180.5,64.4,3
"Female",22,135.4,66.3,4
"Female",22,173.3,66.7,2
"Female",19,139.2,68.3,4
"Female",19,136.6,66,4
"Female",17,144.5,68.4,2
"Male",20,178.7,74,4
"Female",22,158.3,68.9,7
"Male",21,242,69.1,5
"Female",18,142.5,62.8,4
"Female",19,114.8,62,5
"Female",17,178.1,64,5
"Female",18,143,67.7,5
"Male",22,122.9,76,3
"Female",20,151,61.5,2
"Male",22,221.1,68,4
"Female",18,101.6,64.4,5
"Female",17,175.4,68.7,5
"Female",17,110,66.4,2
"Male",17,167.1,72.5,3
"Female",20,170.6,62.8,5
"Female",19,145.5,63.5,5
"Male",20,190.3,60.5,4
"Female",20,113.4,63.4,2
"Male",21,169.8,65.8,3
"Male",17,201.4,75.1,6
"Male",19,252.7,72.9,2
"Male",22,139.6,68.4,5
"Female",22,129.4,58.7,5
"Male",18,172.2,62.5,3
"Female",17,121.7,66.6,2
"Male",18,166.2,70.4,6
"Male",19,222.3,65.9,3
"Male",20,144.5,69.4,4
"Female",18,166.3,60.1,5
"Female",21,185.8,64.2,4
"Male",22,119.3,74.7,5
"Female",18,105.3,66.8,7
"Female",22,129.5,66.4,5
"Female",21,152,62.4,4
"Male",19,180.3,63.6,7
"Male",21,198,73.7,3
"Female",19,116.1,64.7,3
"Male",22,190.1,70.5,4
"Male",22,157.1,68.9,3
"Female",20,96.2,67.2,6
"Male",19,201.5,75.1,4
"Female",22,125,64.2,2
"Male",18,238.8,77,4
"Male",18,110,72.3,4
"Male",17,248.4,73.4,5
"Male",22,266.8,74,2
"Female",17,160.1,64,3
"Female",22,144.5,64.1,6
"Male",19,121.9,63.8,2
"Female",18,159.7,62.8,7
"Female",17,165.7,67.6,6
"Female",21,139.7,62.7,5
"Male",21,241.9,73,4
"Male",17,185.8,65.6,4
"Male",20,205.5,70.8,3
"Male",20,135.8,64.9,5
"Female",19,131.1,61.5,5
"Male",22,232,71.6,3
"Female",19,150.1,64.9,3
"Female",17,169.3,61.9,2
"Male",20,148.1,69.4,2
"Female",18,157.9,62.8,5
"Female",22,113.5,62,3
"Female",20,143.1,68.4,2
"Female",17,146,61.6,2
"Male",22,241,64.4,2
"Female",19,149.9,60.3,4
"Female",20,123,63.1,6
"Female",22,183.6,64,4
"Male",18,165.5,68.4,5
"Male",17,106.8,65.4,2
"Female",18,158.2,64.6,5
"Female",22,132.9,60.6,3
"Male",19,186.8,72.3,2
"Female",22,108.7,68,7
"Female",22,123.3,63.7,3
"Male",20,210.1,69,4
"Female",17,152.7,63.8,4
"Male",19,195.5,65.5,2
"Female",21,161.2,66.8,3
"Female",20,129.2,65.9,3
"Female",20,194.9,66,2
"Female",19,114.6,72.5,4
"Female",18,147.5,66.3,3
"Male",17,138.1,72.4,3
"Female",20,145.8,62.9,5
"Female",18,152.6,63.2,4
"Female",22,101.5,69.2,7
"Female",19,132.2,66.5,3
"Female",19,151.9,62.2,5
"Female",17,171.1,67.8,2
"Female",21,150.7,70.6,3
"Male",22,229.8,74.3,7
"Male",21,197.3,68,5
"Female",22,127.8,61.1,2
"Male",19,121.2,73.7,4
"Female",20,124.4,62.6,5
"Male",17,174.5,70.1,3
"Female",18,128.1,62.1,3
"Male",21,191.7,71.1,5
"Male",17,169.2,67.9,2
"Female",18,139.9,60.3,3
"Female",20,148.3,66.2,3
"Female",17,110.8,65.3,3
"Male",20,175.5,67.6,2
"Female",18,179.4,68,5
"Male",17,174.8,73.1,4
"Female",22,164.5,64.6,5
"Male",18,188.4,72.4,3
"Female",18,95.6,67.1,3
"Female",19,176.1,62.5,4
"Female",17,118.7,61.7,3
"Female",18,162.8,61.8,5
"Female",18,181.4,62.3,5
"Female",20,153.6,64.7,3
"Male",18,166.1,69.4,3
"Female",21,111.2,61.6,5
"Male",18,140.3,69.4,2
"Male",17,186.8,70.4,3
"Female",22,211.2,56.8,4
"Male",21,108.9,67.7,4
"Female",20,220.4,65.5,4
"Female",21,151.1,57.8,4
"Female",18,123.1,64.6,6
"Male",18,244.2,71.1,3
"Male",22,109.9,69.4,4
"Female",22,172.8,60.9,2
"Female",17,195.2,67.1,2
"Male",22,239.9,74,6
"Male",18,242,64.3,5
"Female",18,156,60.9,5
"Male",20,173.5,75.8,3
"Female",18,170.3,67.6,3
"Female",17,160.8,61.1,5
"Female",19,132,57.8,2
"Male",20,237.4,78.9,5
"Male",19,117.9,67.1,2
"Male",21,114.1,71.5,2
"Female",20,187.1,63.9,6
"Female",18,134.8,68.5,3
"Male",19,198,79.3,2
"Female",21,157.3,63,4
"Female",18,165.3,64,4
"Female",20,111.7,67.9,4
"Female",20,108.9,65.8,4
"Female",21,128.7,60.1,6
"Male",17,197.1,56.8,3
"Male",19,166.2,69.6,3
"Female",20,165.8,71.1,2
"Female",17,137.6,66.4,5
"Female",19,172.8,68.9,4
"Female",17,99.6,62,5
"Male",17,160.4,71,3
"Male",22,168.4,74.4,6
"Male",20,228,68.2,2
"Female",19,134.7,71.5,2
"Female",18,133.5,64.8,2
"Female",22,128.8,62.5,2
"Female",21,202.6,64.3,5
"Male",22,165.7,67.4,3
"Male",21,211.4,72.7,6
"Male",18,198.7,68.6,5
"Female",18,129.8,64.5,4
"Female",18,158.2,60.9,3
"Male",22,137.5,73.8,3
"Female",19,122.3,68,5
"Male",22,177.6,67,2
"Female",20,93.8,64.6,4
"Female",20,95,59.4,4
"Female",18,189.1,65.2,3
"Female",21,152.8,63,4
"Female",18,138.2,65.5,3
"Male",20,228.4,77.1,3
"Female",21,130.7,63.6,6
"Female",17,113.9,61,3
"Male",19,193.8,71.9,5
"Female",22,139.5,68.3,3
"Female",18,140.2,68.1,3
"Male",17,214.6,71.8,6
"Male",19,119.5,64.5,2
"Female",20,182.8,63.5,5
"Female",20,138,60.8,5
"Male",18,181.9,68.3,6
"Female",20,100.2,68.6,6
"Male",22,241.1,64.6,6
"Female",21,150,72.9,3
"Female",20,213.5,71.9,5
"Male",21,201.2,73,2
"Male",17,189.8,71.1,3
"Female",22,146.2,65.8,4
"Male",20,181.5,70.1,5
"Male",18,154.8,69.5,2
"Male",19,229.6,72,2
"Female",21,129.6,65.7,3
"Female",20,147.5,61.7,2
"Male",19,176.6,73.4,4
"Female",18,167.4,74.2,3
"Male",20,175.9,65,2
"Female",18,135.2,62.6,3
"Female",21,155.4,62.9,3
"Female",18,159.6,60,7
"Female",19,139.5,60.9,4
"Female",17,101.8,59.1,3
"Female",17,124.3,62,3
"Male",17,174.3,68.9,5
"Female",19,179.6,62.4,6
"Male",22,194.4,69,3
"Female",17,148.5,66.6,5
"Male",20,194.3,72,6
"Male",19,224.2,72,4
"Female",20,166.6,67.1,3
"Female",17,122.9,65,4
"Female",17,136.8,62.5,2
"Male",20,267.5,69.3,7
"Male",22,193.5,71.2,3
"Male",20,222.1,70,2
"Female",20,153.7,65.6,4
"Male",20,205.7,79,6
"Female",21,183,71.6,2
"Male",21,172.6,70.3,2
"Female",17,137.8,65.6,6
"Female",20,134.2,66.3,5
"Female",22,147.7,66.1,4
"Female",21,168.8,63.5,6
"Male",22,204.3,73.2,2
"Male",20,187.8,71.1,3
"Female",17,131.9,66.4,5
"Female",17,130.4,61.8,2
"Female",20,173.7,64.9,2
"Female",18,106.1,60.4,3
"Male",21,211.7,71.9,6
"Female",17,150.7,58.6,7
"Female",22,157.3,65.6,3
"Male",22,189,66.1,4
"Female",20,121.3,60.9,3
"Male",19,203,65.8,7
"Female",17,151.4,67,2
"Male",21,205,65.5,2
"Male",21,148.8,68.9,6
"Male",22,205.9,68.7,2
"Female",18,201.7,64.2,3
"Male",22,190.8,74.7,3
"Female",20,118.5,66.4,2
"Female",18,131.8,59.3,5
"Female",18,104.9,64,7
"Male",22,183.9,70,5
"Female",21,131.4,68.6,3
"Female",17,108,66.5,3
"Female",18,146.6,61.3,2
"Male",17,136.7,69.4,7
"Male",19,153.7,69.8,2
"Female",19,168.7,67.8,3
"Male",19,119,73.8,2
"Female",18,126.9,66.7,5
"Female",20,107.7,63.2,4
"Female",22,146.2,65.6,3
"Female",21,121.4,68,3
"Female",19,134,61.6,3
"Male",21,221.9,73.7,3
"Female",18,187.1,71.6,2
"Female",19,177.5,70.5,5
"Female",19,123.2,63.3,5
"Female",17,142.7,66.9,7
"Female",19,153.3,62,3
"Male",21,141.8,64.9,5
"Female",21,118.8,61.6,3
"Female",17,145.6,66.6,2
"Male",21,168.5,70.7,6
"Female",21,138.5,64.4,2
"Female",20,127.3,59.7,4
"Female",20,111.6,64.1,5
"Female",17,165.8,59.5,5
"Male",17,134.8,71,3
"Male",21,236.8,69.2,5
"Female",21,134.8,68.3,3
"Female",17,163,64.3,4
"Female",21,140.6,69.1,2
"Female",17,142.7,60.9,3
"Female",22,156.1,72.9,2
"Female",20,108.5,60.1,7
"Female",20,143.9,66.3,2
"Male",19,220.2,73,4
"Female",21,98.1,66.3,2
"Female",20,159.7,66.3,2
"Male",20,153.8,74.7,3
"Male",22,245.8,76.1,4
"Female",17,158.8,66,2
"Male",21,254.8,60.5,2
"Male",21,217.4,64.1,4
"Female",19,192.4,63.9,5
"Male",21,216.5,70.2,5
"Female",17,99.4,65.7,2
"Female",17,204.9,63.7,2
"Male",21,171.1,74,5
"Male",20,176.3,71.1,4
"Male",18,176.6,75.2,3
"Male",21,216.2,72.7,4
"Female",22,170.3,60.9,4
"Male",21,170.9,74.6,4
"Female",18,129.9,67.5,7
"Male",21,196.6,70.5,4
"Male",19,186.3,69.8,7
"Female",19,181.8,64.2,3
"Male",22,180.7,66.1,5
"Female",22,152.5,61.6,5
"Female",17,174.2,67.7,3
"Male",22,207.3,75.8,2
"Female",17,224.8,65.5,2
"Female",21,176.6,69.9,2
"Male",18,212.1,65.1,2
"Male",22,177.3,70,3
"Female",17,131.8,62.8,4
"Male",17,223,65.5,4
"Female",22,137.5,65.9,2
"Male",19,198,72.6,5
"Male",18,161.6,72.2,6
"Male",19,207.7,70.3,3
"Male",22,271.9,70.9,2
"Female",17,181.2,67.3,2
"Female",22,100.8,68.4,7
"Male",20,184.2,65.8,2
"Female",20,179.9,65.2,4
"Female",22,173.4,67.6,6
"Male",19,182,69.1,4
"Male",17,226.3,68.9,5
"Male",19,180,77.1,4
"Female",18,144.7,70,3
"Female",18,150.8,69.5,3
"Female",18,145.9,68.9,4
"Male",19,150,70.2,2
"Male",22,203.9,65.9,2
"Female",18,171.6,69.2,4
"Male",17,183.8,67.5,2
"Female",18,173,61.9,3
"Female",18,111.7,65.8,2
"Female",17,125,70.6,4
"Female",20,129.7,64.6,2
"Male",19,238,73.7,2
"Male",18,150,69.6,3
"Female",17,143.9,64.8,5
"Female",21,143.3,66.1,5
"Female",22,122.2,70,2
"Female",21,140.7,66,7
"Female",17,117.7,69.1,6
"Female",22,147.3,67.1,4
"Male",18,235.1,74.1,2
"Female",18,137.8,62.1,3
"Female",20,159.3,62.7,4
"Male",20,101.3,73,5
"Female",22,138,61.8,3
"Female",20,126.6,65.8,4
"Female",21,100.8,63.1,4
"Male",18,154.2,70.3,2
"Female",18,150.7,61.1,3
"Male",17,130.3,66.8,4
"Female",17,130.4,65.2,2
"Male",18,100.3,76.1,4
"Male",22,199.3,68.5,4
"Male",19,190.5,69.9,5
"Female",22,103.7,67,3
"Female",21,171.8,62.1,3
"Female",18,197.2,70.9,3
"Male",20,220.7,61.3,4
"Male",19,266.6,63.8,6
"Female",18,113.9,66.9,2
"Male",19,173,78.1,5
"Female",19,182.2,64,3
"Male",20,212.9,69.4,4
"Female",22,149.3,60.3,2
"Female",17,138.9,62.6,2
"Male",18,164.5,75.3,3
"Female",19,149.3,65.3,6
"Male",18,229,72.4,2
"Female",22,140.5,63,3
"Male",18,205,65.9,5
"Female",20,137.2,66.2,5
"Male",19,161.9,74.4,6
"Male",22,178.7,67.5,3
"Male",22,178.1,70.6,2
"Female",17,128.7,61.7,3
"Male",17,176.1,61.4,2
"Female",22,195.8,67.8,4
"Female",20,225.2,62.9,2
"Female",21,176.7,60.8,4
"Female",19,99,70,4
"Female",18,143.5,67.2,3
"Male",20,157.1,69.9,5
"Female",22,209.1,71.4,5
"Female",22,161.2,67.9,2
"Female",20,179.9,62.7,2
"Female",21,117.9,59.7,2
"Female",18,146.9,66.4,2
"Male",19,225.9,62.5,4
"Female",18,126.6,62.3,4
"Male",19,174,63,3
"Male",22,220.6,68.3,5
"Female",19,197.7,65,3
"Male",20,126.8,69.4,3
"Female",22,127.2,62.8,4
"Female",20,96.3,64.8,4
"Male",21,274.6,69.7,4
"Female",21,135.3,65.8,3
"Female",19,135.2,62.6,4
"Female",19,153.4,65.7,6
"Female",18,97.7,71.5,2
"Female",19,168.9,68.6,2
"Female",18,152.3,66.5,3
"Female",17,113.3,67.2,3
"Female",21,120.3,68,4
"Female",17,140.8,65.5,3
"Female",20,119.6,63.1,5
"Female",22,161.1,72.2,3
"Male",22,255,75.4,2
"Male",17,218.7,67.2,5
"Female",17,134.7,59.5,3
"Male",18,199.5,69,2
"Female",17,173.9,65.2,3
"Male",21,180.2,70.8,5
"Female",20,160,63.8,2
"Female",21,160.6,64.4,3
"Female",20,189,60.6,6
"Female",18,149,71.9,5
"Female",20,147.9,62.6,2
"Male",20,206.2,65.7,3
"Female",17,174.7,62,6
"Male",22,148.3,66.4,4
"Male",19,199.2,70.7,2
"Female",21,129.1,62.1,3
"Female",18,181.7,71.1,3
"Male",17,155.7,71.4,2
"Female",19,149.7,67,4
"Male",22,174.1,69.2,2
"Male",17,205.3,72.2,3
"Male",20,155.3,69.6,5
"Male",20,181.6,70.1,3
"Male",19,137.6,71.1,2
"Male",19,185.7,72.1,6
"Male",20,134.1,71.9,5
"Female",19,145.6,65.5,2
"Female",21,110.9,66.6,5
"Female",20,120,60.6,4
"Male",22,297.4,65.1,4
"Male",21,233.1,64.8,4
"Female",20,160.2,69.8,3
"Male",21,159.4,71.5,4
"Female",21,181.8,71.3,3
"Male",19,177.7,66.7,4
"Female",18,105.4,63.6,2
"Male",22,155.3,69.9,2
"Male",21,193.1,67,2
"Male",21,160.5,69.9,3
"Male",18,132,70.8,4
"Male",18,160.2,74.3,2
"Male",22,166.8,72.9,5
"Female",21,143.5,65.2,2
"Male",21,200.4,66.3,4
"Female",21,162.3,68.5,3
"Male",22,211.2,70,5
"Female",17,167.5,64.2,5
"Female",17,132.4,63.1,3
"Male",18,156.8,72.6,4
"Male",18,141.1,75.3,3
"Female",19,189.4,61.3,4
"Male",22,142.2,62.5,2
"Female",21,150.7,61.3,3
"Female",17,163.2,65.6,4
"Female",21,139.2,68.2,3
"Male",20,146.9,72.2,5
"Female",21,97.7,63.3,2
"Male",18,161,69.5,4
"Female",17,148.5,64,3
"Female",22,101.1,68.2,2
"Female",20,154.1,65.5,4
"Female",19,107.6,65.8,4
"Male",21,214,66.7,3
"Female",21,143.3,64.5,2
"Male",17,146.5,68.9,2
"Female",18,139.1,66.1,3
"Female",20,143.6,67.3,2
"Male",21,128,67.9,2
"Male",21,167.3,68.1,3
"Female",17,171.1,65.2,2
"Female",19,115.9,66.8,4
"Female",18,130.5,63.6,4
"Male",21,113.4,70.7,3
"Male",19,118.3,72,2
"Male",21,200.9,69.9,3
"Female",21,143.6,65.5,2
"Male",19,198.2,68.7,5
"Female",19,194.7,60.8,2
"Female",19,176.2,67.2,5
"Female",19,176.7,56.7,3
"Male",21,216.5,73.2,5
"Female",19,153.3,60.8,5
"Female",17,206.9,62.9,4
"Male",17,239.6,71,3
"Male",20,110.8,69.2,2
"Female",19,112.7,63.1,2
"Female",18,165.8,67.5,4
"Female",18,158.8,63.6,4
"Female",20,164.9,62.5,2
"Female",21,174.7,68.8,3
"Female",21,163.4,62.8,4
"Female",21,151.7,65.3,2
"Male",22,158.8,70.2,2
"Female",19,150.3,65.3,6
"Female",18,115.1,60,5
"Female",19,111.5,69.6,2
"Female",21,175.4,74.9,4
"Female",19,110.4,64.5,2
"Male",18,179.4,67.4,2
"Female",21,125.1,66.3,3
"Male",20,185.9,67.5,4
"Female",17,142.1,65.4,2
"Female",19,142,63.7,7
"Male",21,199.2,69.5,4
"Female",22,178.9,64.2,2
"Female",17,111.7,66.3,6
"Female",19,186.5,59.6,3
"Male",21,175,74.7,6
"Female",20,120,62.4,2
"Male",20,133.8,71,3
"Female",20,118.2,62.4,4
"Male",22,213.3,77.2,3
"Female",19,180.1,65.9,3
"Male",18,152.1,69,4
"Male",22,121.3,69.9,5
"Female",19,135.4,64.9,3
"Female",19,160.5,65.2,6
"Male",20,191.1,62.3,3
"Female",20,172.6,67.3,3
"Male",20,140.9,69.7,4
"Female",18,149,62.6,3
"Female",17,136.4,68.4,3
"Male",21,159,65.2,5
"Female",17,166.5,64.4,5
"Female",18,117.4,69.7,4
"Male",19,218.6,69.2,3
"Male",20,194.2,68.8,2
"Male",20,199.8,76.5,2
"Female",17,106,62,4
"Male",22,207.6,70.4,3
"Female",22,171,62.9,3
"Male",17,141.4,67,3
"Female",20,123.2,66.2,3
"Male",18,270.1,63.8,6
"Male",21,235.8,77.5,2
"Male",22,108.2,73.5,4
"Female",20,91.1,63.2,2
"Female",20,98.8,66.9,3
"Female",17,182.8,65.6,3
"Male",19,157.8,62.4,4
"Female",20,136.9,64.8,5
"Male",17,181.4,66.4,2
"Male",18,159,70.3,5
"Female",20,95.8,62.2,2
"Female",17,139.7,62.7,2
"Male",21,153.5,74.8,2
"Female",18,135.6,65.6,4
"Female",20,202.6,63.6,3
"Male",18,141.9,74.1,6
"Male",22,191.4,65.3,5
"Male",17,239.2,70.6,5
"Male",22,222.6,66.5,2
"Female",19,146.5,65.4,2
"Female",20,99.4,66.3,3
"Male",22,232.3,64.3,4
"Male",21,177.6,71.7,5
"Female",22,124.4,68.2,4
"Female",22,152.9,66.7,4
"Female",21,145.8,66.3,4
"Male",21,248.6,74,6
"Female",19,133,58.5,3
"Female",21,153.6,70.5,4
"Female",18,143.6,65.7,2
"Female",17,107.4,64.4,3
"Male",17,295.7,79,3
"Female",17,138.6,64.1,3
"Female",21,125.4,63.6,4
"Female",17,94.5,63.1,5
"Female",17,184,65.8,7
"Male",20,155.6,73.1,4
"Female",17,133.6,65.3,3
"Female",19,134.6,62.5,4
"Male",19,174.2,67.5,2
"Male",22,168.9,70.4,4
"Male",17,212.5,71.5,3
"Female",21,144,65.4,3
"Female",21,152.6,69.5,4
"Female",20,172.2,62.9,3
"Female",18,119.5,59.9,5
"Female",22,127.7,58,5
"Male",19,192,64.9,4
"Female",18,92.6,66.8,3
"Female",19,113.9,66,6
"Male",19,189,68.3,5
"Female",17,135,65,3
"Male",18,207.7,74.6,4
"Female",21,131.2,60.3,2
"Male",17,207,73.3,4
"Male",18,215.2,66.3,4
"Male",21,270.7,73.1,6
"Female",19,131.6,63.9,2
"Female",18,125.1,60.4,2
"Female",21,124.4,64.9,3
"Female",18,160.2,63,4
"Female",17,166.8,56.4,2
"Female",22,109.7,68.4,2
"Male",19,232,67.7,2
"Male",20,184.8,62.8,3
"Male",17,162.1,64.3,6
"Male",18,134.6,72.2,3
"Female",18,120.1,70.6,2
"Male",17,183,67.2,4
"Female",17,112.6,63.2,4
"Male",18,239.6,68,3
"Female",17,140.3,71.7,2
"Female",22,141.7,67.5,3
"Male",18,165.9,73.5,3
"Female",22,129.1,58.4,6
"Female",18,126.4,67.8,3
"Female",20,181.3,66.8,4
"Female",18,145.5,67.7,2
"Female",17,145.6,65.8,2
"Male",18,163.4,64.4,2
"Female",18,165.5,62.9,2
"Male",20,141.5,75.3,2
"Female",21,121.2,64.4,2
"Female",19,183.1,68.7,3
"Female",21,144.5,66.9,4
"Male",20,129.2,69.4,2
"Male",21,148.8,74.5,3
"Male",17,189.4,70,6
"Male",22,138.4,80.5,4
"Male",22,197,75.2,3
"Female",19,122.7,69.2,4
"Male",21,225.6,69.2,5
"Male",21,179.3,73,6
"Male",20,214.2,67.3,2
"Female",19,160.4,69.7,7
"Female",22,120.2,60.1,2
"Male",17,176.5,62.4,3
"Male",19,207.7,73.4,4
"Female",17,173.2,62.9,2
"Female",20,95.8,69.6,3
"Female",17,146.3,69.7,6
"Female",20,162.4,60.9,2
"Male",17,206.5,73.6,4
"Male",17,158.4,77.7,3
"Male",19,161.7,68.7,7
"Male",17,159,69.3,4
"Male",20,234.5,78.1,4
"Female",17,182.5,64,5
"Female",22,143.6,68.9,5
"Male",19,145.6,77.2,2
"Male",18,201.4,70.2,5
"Male",19,123.9,68.2,3
"Male",17,238,74.6,3
"Female",21,157.7,64.5,3
"Female",19,135.8,70.5,2
"Female",21,112.5,66.9,4
"Male",22,164.2,68.6,3
"Male",20,141,69.6,4
"Female",18,158.1,64.6,3
"Female",17,113.5,63,2
"Male",17,244.4,69.8,3
"Male",18,124.5,67.9,5
"Female",21,123,61.5,4
"Female",20,99.8,63,3
"Male",22,179,71.4,2
"Male",22,191.1,74.5,3
"Female",18,176.7,65,4
"Male",22,191.4,61.4,5
"Female",18,123.3,65.7,2
"Female",22,128.2,69.8,3
"Female",17,121.8,63.1,4
"Male",22,176.2,76.2,3
"Male",17,157.5,66.5,2
"Male",20,169.8,64.4,3
"Female",17,93.8,66.9,2
"Female",18,119,60.9,2
"Female",22,148.9,63.7,2
"Male",17,264,69.4,2
"Female",18,115,63.2,5
"Male",19,159.2,77.3,5
"Female",18,133.9,62.5,3
"Female",21,91,65.9,2
"Female",19,99.7,60.1,4
"Female",17,120.4,67.7,3
"Female",22,130.1,60.9,3
"Female",18,178.1,63.2,3
"Female",19,186.6,68.2,6
"Female",19,146.8,65.4,7
"Female",22,133,68,5
"Female",21,155.6,60.5,4
"Male",20,186.5,74.7,2
"Female",21,149.7,66.6,2
"Female",19,177.9,73.6,2
"Female",18,172.3,65.1,3
"Male",20,149.1,74,5
"Female",17,140.7,61.7,3
"Male",21,189.9,78,2
"Female",22,133.9,62.2,2
"Female",22,146.5,67.4,3
"Female",18,157.6,66.9,7
"Female",18,169.3,68.5,2
"Male",22,115.5,77.1,4
"Female",21,184.7,68.9,5
"Female",18,108.4,67.3,6
"Male",22,195.6,60,3
"Male",17,221.3,78.3,6
"Female",22,135.2,66,2
"Female",20,170.1,71.2,2
"Female",17,132.1,65,2
"Female",21,119.1,65.6,2
"Female",20,106.8,67.5,2
"Male",21,157,61.7,4
"Male",19,201.5,61.9,3
"Female",17,144.3,67.9,5
"Female",20,179.6,64.9,3
"Female",22,160.6,69,2
"Female",21,138.8,67.6,3
"Female",20,117.9,67.5,5
"Male",17,181.8,74.4,4
"Female",17,172.5,62.7,3
"Female",20,145.1,62.3,2
"Male",20,208.2,76.7,2
"Male",18,221.6,67.8,2
"Female",21,122,66,5
"Female",17,161.4,58.5,3
"Female",22,108.7,64.3,6
"Female",20,109,64.3,2
"Female",21,138.9,66.2,3
"Female",22,159.2,66.7,2
"Male",21,139,64.7,5
"Female",22,156.5,69.2,3
"Female",17,110.4,64.6,5
"Female",18,189.7,64,2
"Male",21,181.3,63.8,4
"Female",19,141.6,62.4,4
"Male",18,248.4,70.2,3
"Female",19,146.1,68,5
"Female",18,107,66.9,4
"Male",19,148.6,70.9,5
"Female",21,137,65.9,2
"Female",17,131.5,66.1,4
"Male",22,220.9,68.5,3
"Female",22,137.9,63.7,2
"Male",20,187.8,71.3,6
"Male",20,114.3,71.4,3
"Female",17,146,68.7,5
"Male",22,195.7,66.2,2
"Female",21,216.1,65,3
"Female",22,156.1,70.3,5
"Female",21,125.6,68.8,3
"Male",18,187.9,71.6,3
"Female",17,147.9,63.9,3
"Female",21,185.4,68.3,4
"Male",22,219.7,72.8,3
"Female",19,97,63.5,2
"Female",20,150.8,69.4,3
"Female",18,156.3,65.2,5
"Female",21,158.3,65.6,2
"Female",18,208.6,65.2,2
"Male",19,278.3,65,4
"Female",18,127.1,63.9,4
"Female",19,129.2,65.3,3
"Female",21,159,64.7,4
"Female",19,184.8,63.9,2
"Male",20,154.6,72.8,3
"Female",21,113.6,62.6,2
"Female",19,159.6,74.5,2
"Female",20,104.4,65.2,4
"Female",20,106.2,65.9,4
"Female",21,131.7,61.3,3
"Male",20,186.7,71.7,4
"Female",21,143,69.7,3
"Female",20,159.5,67.3,2
"Male",18,187.7,69.3,5
"Male",19,186.8,76.9,4
"Male",21,106.3,71.5,2
"Male",17,120.4,64.6,3
"Male",21,110.8,67.7,4
"Male",19,136.9,76.6,4
"Female",21,175.5,72,3
"Female",21,117.7,63.1,4
"Female",19,175,64.1,5
"Male",18,141.4,65.4,4
"Female",22,144.4,64.8,2
"Female",21,163.9,72,2
"Male",17,156,64.7,4
"Female",20,136.7,64.8,5
"Female",21,150.2,65,2
"Female",19,139,64.6,4
"Female",19,111,65.2,2
"Male",20,225.5,71.1,4
"Female",21,162.6,66.2,3
"Female",20,143.2,66.5,4
"Female",19,167.1,59.7,4
"Female",18,168.9,63.5,3
"Female",21,102.6,61.3,3
"Female",17,146.9,64.1,2
"Female",19,147.3,61,3
"Female",18,184.7,63.6,2
"Female",20,176.3,59.9,6
"Male",21,211.6,71.2,3
"Male",17,162,72.4,3
"Female",22,136.8,70.3,3
"Female",21,134.2,63.9,3
"Male",17,190.2,67.8,2
"Female",20,163,69.9,3
"Male",21,201.7,68.5,2
"Female",18,148.3,63.9,5
"Male",22,141.5,74.4,2
"Female",21,159.3,70.9,3
"Male",22,148.7,70.1,4
"Female",22,148.1,65.2,3
"Female",22,182.6,59.6,2
"Male",19,187.3,74.2,3
"Female",19,149.9,63.8,3
"Male",21,140.6,69.3,6
"Female",22,225.4,63.7,4
"Female",18,155.9,62.7,4
"Female",21,131.2,65.5,5
"Female",20,200.4,67.3,4
"Male",18,229,68.8,4
"Female",22,160.8,69.1,2
"Female",17,174.1,65,2
"Female",21,175.5,68.5,2
"Male",21,122.4,70.1,3
"Female",19,131.3,66.1,2
"Male",17,187.6,65.9,2
"Female",17,181.6,68.7,2
"Female",19,123.1,60.5,4
"Male",21,210.7,72.8,4
"Male",18,159.6,72.8,7
"Female",17,168.2,67.9,2
"Male",18,144.8,68.9,4
"Female",20,174,60.5,3
"Male",19,180.3,64.8,2
"Male",22,186,67.4,2
"Male",17,198.1,83.5,3
"Male",17,210.4,67.3,3
"Female",21,183.5,63.1,3
"Male",20,233.9,67.6,2
"Female",18,159.9,64,2
"Male",17,251.9,66.9,6
"Female",22,116.8,61.7,3
"Female",17,136.5,62.4,5
"Male",18,200.7,75.8,2
"Male",18,200.2,73.6,3
"Male",20,277.7,70.6,2
"Female",22,91.7,61.9,6
"Male",18,125.5,72.1,3
"Female",17,152.1,62.2,4
"Female",21,190.2,66.9,4
"Male",17,147,61.9,5
"Female",22,103.3,67.2,5
"Male",19,206.2,76,4
"Male",19,229.5,67.2,2
"Female",21,154.2,64.1,4
"Male",18,250,70.8,2
"Female",20,116.7,66.6,2
"Female",18,161.3,64.4,4
"Female",21,148.7,64.3,4
"Male",17,185.4,72.5,6
"Male",19,190.7,66.6,5
"Female",17,133.5,70,4
"Male",20,180.6,73.7,3
"Female",22,163.6,67.7,4
"Male",18,155.4,64.3,5
"Female",21,188.4,67,3
"Male",19,137.3,70.1,3
"Male",21,212.8,65.8,3
"Female",18,117.4,65.7,2
"Female",22,200.6,58.8,4
"Female",19,102.6,64.2,2
"Female",19,151.8,63.4,2
"Female",17,109.2,65.9,2
"Male",19,143.8,72.3,4
"Male",17,258.6,69.3,4
"Female",20,106.2,63.4,2
